filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
samples/integer overflow (OF)/1129.sol,1129.sol,maian,solidity,2022/11/11,20240521_0653,1716275162.198426,136.68426203727722,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/113.sol,113.sol,maian,solidity,2022/11/11,20240521_0653,1716296779.89561,4.89966893196106,0,{},{},{Cannot compile the contract},{}
samples/integer overflow (OF)/1131.sol,1131.sol,maian,solidity,2022/11/11,20240521_0653,1716305817.103078,110.91535210609436,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1135.sol,1135.sol,maian,solidity,2022/11/11,20240521_0653,1716282462.850087,322.9819519519806,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0xfd74a5f4cc123823a15a3c244ab6e7eb4fd6816d},{}
samples/integer overflow (OF)/1137.sol,1137.sol,maian,solidity,2022/11/11,20240521_0653,1716276407.146425,4665.484853029251,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0x7d125fa95d0cd9616fd0d64f5df462a600affea8},{}
samples/integer overflow (OF)/1141.sol,1141.sol,maian,solidity,2022/11/11,20240521_0653,1716296450.7027378,70.84644412994385,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1145.sol,1145.sol,maian,solidity,2022/11/11,20240521_0653,1716302740.854347,71.62359189987183,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1146.sol,1146.sol,maian,solidity,2022/11/11,20240521_0653,1716315591.998931,218.400377035141,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1153.sol,1153.sol,maian,solidity,2022/11/11,20240521_0653,1716286862.6565518,345.9726631641388,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0x91913121ec5bae9db021db89ee372247676eb427},{}
samples/integer overflow (OF)/1154.sol,1154.sol,maian,solidity,2022/11/11,20240521_0653,1716314791.427028,611.7885220050812,,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{},{DOCKER_TIMEOUT}
samples/integer overflow (OF)/1158.sol,1158.sol,maian,solidity,2022/11/11,20240521_0653,1716283951.833986,403.5104057788849,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1165.sol,1165.sol,maian,solidity,2022/11/11,20240521_0653,1716297687.558323,215.54584908485413,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/117.sol,117.sol,maian,solidity,2022/11/11,20240521_0653,1716315505.985058,158.31478190422058,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1170.sol,1170.sol,maian,solidity,2022/11/11,20240521_0653,1716284561.295936,250.79683709144592,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1172.sol,1172.sol,maian,solidity,2022/11/11,20240521_0653,1716320292.9597352,309.42910265922546,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1173.sol,1173.sol,maian,solidity,2022/11/11,20240521_0653,1716317796.309624,547.8311929702759,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1174.sol,1174.sol,maian,solidity,2022/11/11,20240521_0653,1716302579.540409,161.31105995178223,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1176.sol,1176.sol,maian,solidity,2022/11/11,20240521_0653,1716303504.6448839,220.9189109802246,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/118.sol,118.sol,maian,solidity,2022/11/11,20240521_0653,1716300056.817751,171.48472809791565,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1180.sol,1180.sol,maian,solidity,2022/11/11,20240521_0653,1716300857.4380002,611.214451789856,,{Not_destructible_no_self_destruct},{analysis incomplete},{},{DOCKER_TIMEOUT}
samples/integer overflow (OF)/1186.sol,1186.sol,maian,solidity,2022/11/11,20240521_0653,1716299617.735737,439.08027601242065,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1190.sol,1190.sol,maian,solidity,2022/11/11,20240521_0653,1716285690.757657,310.2742669582367,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1192.sol,1192.sol,maian,solidity,2022/11/11,20240521_0653,1716318760.736295,118.52689981460571,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1195.sol,1195.sol,maian,solidity,2022/11/11,20240521_0653,1716301958.661773,119.19206404685974,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1196.sol,1196.sol,maian,solidity,2022/11/11,20240521_0653,1716299255.0590239,192.66587734222412,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/120.sol,120.sol,maian,solidity,2022/11/11,20240521_0653,1716286274.4422212,421.17367482185364,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1200.sol,1200.sol,maian,solidity,2022/11/11,20240521_0653,1716321063.946044,486.5640330314636,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1201.sol,1201.sol,maian,solidity,2022/11/11,20240521_0653,1716306953.412819,94.12368106842041,0,{No_Ether_lock_Ether_refused},{},{},{}
samples/integer overflow (OF)/1207.sol,1207.sol,maian,solidity,2022/11/11,20240521_0653,1716275084.278822,77.91624116897583,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1208.sol,1208.sol,maian,solidity,2022/11/11,20240521_0653,1716321723.704947,70.64979195594788,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/121.sol,121.sol,maian,solidity,2022/11/11,20240521_0653,1716309393.824116,189.92196702957153,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1212.sol,1212.sol,maian,solidity,2022/11/11,20240521_0653,1716282409.053118,71.28746008872986,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1214.sol,1214.sol,maian,solidity,2022/11/11,20240521_0653,1716318037.4690602,525.9198698997498,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1217.sol,1217.sol,maian,solidity,2022/11/11,20240521_0653,1716295670.44257,51.95162391662598,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1218.sol,1218.sol,maian,solidity,2022/11/11,20240521_0653,1716320733.584215,525.2232940196991,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1230.sol,1230.sol,maian,solidity,2022/11/11,20240521_0653,1716306900.2156181,219.4936318397522,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1231.sol,1231.sol,maian,solidity,2022/11/11,20240521_0653,1716306785.1799018,124.94853711128235,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1234.sol,1234.sol,maian,solidity,2022/11/11,20240521_0653,1716319284.7620249,177.00831532478333,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1236.sol,1236.sol,maian,solidity,2022/11/11,20240521_0653,1716281583.9244359,422.1379373073578,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1238.sol,1238.sol,maian,solidity,2022/11/11,20240521_0653,1716321679.959566,59.51975178718567,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1245.sol,1245.sol,maian,solidity,2022/11/11,20240521_0653,1716281765.465373,378.5614318847656,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1247.sol,1247.sol,maian,solidity,2022/11/11,20240521_0653,1716299080.931401,176.03793716430664,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1251.sol,1251.sol,maian,solidity,2022/11/11,20240521_0653,1716319489.6492941,85.72861576080322,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1252.sol,1252.sol,maian,solidity,2022/11/11,20240521_0653,1716297516.883005,109.22981905937195,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1254.sol,1254.sol,maian,solidity,2022/11/11,20240521_0653,1716306910.130594,116.8568799495697,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1257.sol,1257.sol,maian,solidity,2022/11/11,20240521_0653,1716281412.379313,451.50994300842285,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1258.sol,1258.sol,maian,solidity,2022/11/11,20240521_0653,1716305371.2350988,124.3067901134491,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/126.sol,126.sol,maian,solidity,2022/11/11,20240521_0653,1716283708.359025,35.01155400276184,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1262.sol,1262.sol,maian,solidity,2022/11/11,20240521_0653,1716308438.96595,204.85486793518066,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1264.sol,1264.sol,maian,solidity,2022/11/11,20240521_0653,1716318519.97756,240.73202800750732,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1265.sol,1265.sol,maian,solidity,2022/11/11,20240521_0653,1716308089.318781,299.06632900238037,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1267.sol,1267.sol,maian,solidity,2022/11/11,20240521_0653,1716297426.247251,223.74382209777832,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1271.sol,1271.sol,maian,solidity,2022/11/11,20240521_0653,1716300834.376954,366.39240407943726,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1274.sol,1274.sol,maian,solidity,2022/11/11,20240521_0653,1716299256.9752262,245.24171590805054,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1276.sol,1276.sol,maian,solidity,2022/11/11,20240521_0653,1716309423.2557719,62.162981033325195,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1291.sol,1291.sol,maian,solidity,2022/11/11,20240521_0653,1716300724.491625,44.062583923339844,0,{No_Ether_lock_Ether_refused},{},{},{}
samples/integer overflow (OF)/1292.sol,1292.sol,maian,solidity,2022/11/11,20240521_0653,1716320331.68994,412.1129860877991,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0x28886117a99037e33efa9fb96155d82dcd699bcc},{}
samples/integer overflow (OF)/1293.sol,1293.sol,maian,solidity,2022/11/11,20240521_0653,1716304153.1892202,301.13794779777527,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1294.sol,1294.sol,maian,solidity,2022/11/11,20240521_0653,1716319149.063454,209.15877199172974,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/130.sol,130.sol,maian,solidity,2022/11/11,20240521_0653,1716315127.0305102,180.6652238368988,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1301.sol,1301.sol,maian,solidity,2022/11/11,20240521_0653,1716282223.693932,610.9219479560852,,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0x66801b4b2563949c94aede4f6c7fbbea6300b475},{DOCKER_TIMEOUT}
samples/integer overflow (OF)/1304.sol,1304.sol,maian,solidity,2022/11/11,20240521_0653,1716304532.77648,106.8870620727539,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1305.sol,1305.sol,maian,solidity,2022/11/11,20240521_0653,1716283288.3010602,51.674516916275024,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1306.sol,1306.sol,maian,solidity,2022/11/11,20240521_0653,1716315810.409164,389.68772888183594,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1307.sol,1307.sol,maian,solidity,2022/11/11,20240521_0653,1716319740.300749,92.61941599845886,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1308.sol,1308.sol,maian,solidity,2022/11/11,20240521_0653,1716304637.475008,548.2869031429291,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/131.sol,131.sol,maian,solidity,2022/11/11,20240521_0653,1716303459.124672,129.210351228714,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1314.sol,1314.sol,maian,solidity,2022/11/11,20240521_0653,1716298856.690468,177.33263993263245,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1317.sol,1317.sol,maian,solidity,2022/11/11,20240521_0653,1716320743.805973,137.6869020462036,0,"{Ether_lock_Ether_accepted_without_send,No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1319.sol,1319.sol,maian,solidity,2022/11/11,20240521_0653,1716284950.321522,136.48589611053467,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1322.sol,1322.sol,maian,solidity,2022/11/11,20240521_0653,1716309184.78606,209.0343689918518,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1324.sol,1324.sol,maian,solidity,2022/11/11,20240521_0653,1716302673.8526201,407.054123878479,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1326.sol,1326.sol,maian,solidity,2022/11/11,20240521_0653,1716306709.443118,144.73018598556519,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/133.sol,133.sol,maian,solidity,2022/11/11,20240521_0653,1716274655.592171,142.71424889564514,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1332.sol,1332.sol,maian,solidity,2022/11/11,20240521_0653,1716309583.7478871,78.36735987663269,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1341.sol,1341.sol,maian,solidity,2022/11/11,20240521_0653,1716302718.5160298,81.41073203086853,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1351.sol,1351.sol,maian,solidity,2022/11/11,20240521_0653,1716283216.079844,90.41623783111572,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1353.sol,1353.sol,maian,solidity,2022/11/11,20240521_0653,1716295368.987848,171.15443587303162,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1356.sol,1356.sol,maian,solidity,2022/11/11,20240521_0653,1716302964.781578,90.81998491287231,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1357.sol,1357.sol,maian,solidity,2022/11/11,20240521_0653,1716307352.790198,47.86789608001709,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1358.sol,1358.sol,maian,solidity,2022/11/11,20240521_0653,1716299761.790457,171.7990050315857,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1359.sol,1359.sol,maian,solidity,2022/11/11,20240521_0653,1716284355.348053,205.94478011131287,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
samples/integer overflow (OF)/1364.sol,1364.sol,maian,solidity,2022/11/11,20240521_0653,1716299036.926326,218.13043880462646,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
